employee_id,date,scheduled_hours,actual_hours_worked
E034,2025-01-07,8,6
E034,2025-01-08,8,0
E034,2025-01-09,8,0
E034,2025-01-10,8,5
E034,2025-01-11,8,5
E034,2025-01-12,8,3
E034,2025-01-13,8,7
E034,2025-01-14,8,4
E034,2025-01-15,8,0
E034,2025-01-16,8,3
E034,2025-01-17,8,0
E034,2025-01-18,8,0
E034,2025-01-19,8,8
E034,2025-01-20,8,3
E034,2025-01-21,8,5
E034,2025-01-22,8,5
E034,2025-01-23,8,6
E034,2025-01-24,8,0
E034,2025-01-25,8,7
E034,2025-01-26,8,0
E034,2025-01-27,8,4
E034,2025-01-28,8,5
E034,2025-01-29,8,8
E034,2025-01-30,8,0
E035,2025-01-01,8,8
E035,2025-01-02,8,3
E035,2025-01-03,8,5
E035,2025-01-04,8,4
E035,2025-01-05,8,0
E035,2025-01-06,8,0
E035,2025-01-07,8,3
E035,2025-01-08,8,0
E035,2025-01-09,8,4
E035,2025-01-10,8,6
E035,2025-01-11,8,4
E035,2025-01-12,8,5
E035,2025-01-13,8,0
E035,2025-01-14,8,6
E035,2025-01-15,8,5
E035,2025-01-16,8,7
E035,2025-01-17,8,5
E035,2025-01-18,8,8
E035,2025-01-19,8,3
E035,2025-01-20,8,6
E035,2025-01-21,8,4
E035,2025-01-22,8,0
E035,2025-01-23,8,8
E035,2025-01-24,8,8
E035,2025-01-25,8,5
E035,2025-01-26,8,4
E035,2025-01-27,8,6
E035,2025-01-28,8,6
E035,2025-01-29,8,6
E035,2025-01-30,8,0
E036,2025-01-01,8,4
E036,2025-01-02,8,7
E036,2025-01-03,8,0
E036,2025-01-04,8,3
E036,2025-01-05,8,3
E036,2025-01-06,8,7
E036,2025-01-07,8,4
E036,2025-01-08,8,7
E036,2025-01-09,8,0
E036,2025-01-10,8,8
E036,2025-01-11,8,8
E036,2025-01-12,8,0
E036,2025-01-13,8,7
E036,2025-01-14,8,0
E036,2025-01-15,8,6
E036,2025-01-16,8,7
E036,2025-01-17,8,0
E036,2025-01-18,8,0
E036,2025-01-19,8,7
E036,2025-01-20,8,0
E036,2025-01-21,8,8
E036,2025-01-22,8,6
E036,2025-01-23,8,3
E036,2025-01-24,8,7
E036,2025-01-25,8,3
E036,2025-01-26,8,0
E036,2025-01-27,8,8
E036,2025-01-28,8,7
E036,2025-01-29,8,3
E036,2025-01-30,8,0
E037,2025-01-01,8,5
E037,2025-01-02,8,0
E037,2025-01-03,8,4
E037,2025-01-04,8,0
E037,2025-01-05,8,6
E037,2025-01-06,8,0
E037,2025-01-07,8,0
E037,2025-01-08,8,0
E037,2025-01-09,8,8
E037,2025-01-10,8,8
E037,2025-01-11,8,3
E037,2025-01-12,8,7
E037,2025-01-13,8,0
E037,2025-01-14,8,8
E037,2025-01-15,8,3
E037,2025-01-16,8,5
E037,2025-01-17,8,0
E037,2025-01-18,8,0
E037,2025-01-19,8,0
E037,2025-01-20,8,4
E037,2025-01-21,8,0
E037,2025-01-22,8,4
E037,2025-01-23,8,4
E037,2025-01-24,8,3
E037,2025-01-25,8,0
E037,2025-01-26,8,4
E037,2025-01-27,8,3
E037,2025-01-28,8,7
E037,2025-01-29,8,6
E037,2025-01-30,8,4
E038,2025-01-01,8,6
E038,2025-01-02,8,0
E038,2025-01-03,8,7
E038,2025-01-04,8,3
E038,2025-01-05,8,7
E038,2025-01-06,8,4
E038,2025-01-07,8,7
E038,2025-01-08,8,4
E038,2025-01-09,8,4
E038,2025-01-10,8,6
E038,2025-01-11,8,5
E038,2025-01-12,8,7
E038,2025-01-13,8,8
E038,2025-01-14,8,0
E038,2025-01-15,8,0
E038,2025-01-16,8,5
E038,2025-01-17,8,0
E038,2025-01-18,8,8
E038,2025-01-19,8,0
E038,2025-01-20,8,0
E038,2025-01-21,8,5
E038,2025-01-22,8,0
E038,2025-01-23,8,7
E038,2025-01-24,8,0
E038,2025-01-25,8,4
E038,2025-01-26,8,8
E038,2025-01-27,8,6
E038,2025-01-28,8,7
E038,2025-01-29,8,0
E038,2025-01-30,8,0
E039,2025-01-01,8,6
E039,2025-01-02,8,5
E039,2025-01-03,8,5
E039,2025-01-04,8,6
E039,2025-01-05,8,3
E039,2025-01-06,8,3
E039,2025-01-07,8,6
E039,2025-01-08,8,3
E039,2025-01-09,8,7
E039,2025-01-10,8,6
E039,2025-01-11,8,5
E039,2025-01-12,8,3
E039,2025-01-13,8,4
E039,2025-01-14,8,8
E039,2025-01-15,8,0
E039,2025-01-16,8,8
E039,2025-01-17,8,6
E039,2025-01-18,8,7
E039,2025-01-19,8,5
E039,2025-01-20,8,0
E039,2025-01-21,8,0
E039,2025-01-22,8,5
E039,2025-01-23,8,5
E039,2025-01-24,8,0
E039,2025-01-25,8,0
E039,2025-01-26,8,8
E039,2025-01-27,8,0
E039,2025-01-28,8,4
E039,2025-01-29,8,5
E039,2025-01-30,8,0
E040,2025-01-01,8,7
E040,2025-01-02,8,8
E040,2025-01-03,8,3
E040,2025-01-04,8,7
E040,2025-01-05,8,0
E040,2025-01-06,8,4
E040,2025-01-07,8,5
E040,2025-01-08,8,6
E040,2025-01-09,8,6
E040,2025-01-10,8,5
E040,2025-01-11,8,0
E040,2025-01-12,8,0
E040,2025-01-13,8,0
E040,2025-01-14,8,8
E040,2025-01-15,8,4
E040,2025-01-16,8,8
E040,2025-01-17,8,0
E040,2025-01-18,8,7
E040,2025-01-19,8,7
E040,2025-01-20,8,3
E040,2025-01-21,8,3
E040,2025-01-22,8,0
E040,2025-01-23,8,8
E040,2025-01-24,8,3
E040,2025-01-25,8,3
E040,2025-01-26,8,7
E040,2025-01-27,8,0
E040,2025-01-28,8,3
E040,2025-01-29,8,0
E040,2025-01-30,8,0
E041,2025-01-01,8,3
E041,2025-01-02,8,0
E041,2025-01-03,8,3
E041,2025-01-04,8,7
E041,2025-01-05,8,3
E041,2025-01-06,8,0
E041,2025-01-07,8,3
E041,2025-01-08,8,7
E041,2025-01-09,8,4
E041,2025-01-10,8,7
E041,2025-01-11,8,5
E041,2025-01-12,8,6
E041,2025-01-13,8,5
E041,2025-01-14,8,0
E041,2025-01-15,8,0
E041,2025-01-16,8,8
E041,2025-01-17,8,5
E041,2025-01-18,8,8
E041,2025-01-19,8,3
E041,2025-01-20,8,0
E041,2025-01-21,8,0
E041,2025-01-22,8,0
E041,2025-01-23,8,0
E041,2025-01-24,8,8
E041,2025-01-25,8,8
E041,2025-01-26,8,3
E041,2025-01-27,8,0
E041,2025-01-28,8,0
E041,2025-01-29,8,7
E041,2025-01-30,8,7
E042,2025-01-01,8,4
E042,2025-01-02,8,8
E042,2025-01-03,8,0
E042,2025-01-04,8,3
E042,2025-01-05,8,8
E042,2025-01-06,8,7
E042,2025-01-07,8,4
E042,2025-01-08,8,3
E042,2025-01-09,8,7
E042,2025-01-10,8,8
E042,2025-01-11,8,0
E042,2025-01-12,8,5
E042,2025-01-13,8,7
E042,2025-01-14,8,7
E042,2025-01-15,8,0
E042,2025-01-16,8,6
E042,2025-01-17,8,8
E042,2025-01-18,8,7
E042,2025-01-19,8,3
E042,2025-01-20,8,6
E042,2025-01-21,8,3
E042,2025-01-22,8,7
E042,2025-01-23,8,0
E042,2025-01-24,8,3
E042,2025-01-25,8,6
E042,2025-01-26,8,0
E042,2025-01-27,8,5
E042,2025-01-28,8,0
E042,2025-01-29,8,0
E042,2025-01-30,8,8
E043,2025-01-01,8,0
E043,2025-01-02,8,7
E043,2025-01-03,8,4
E043,2025-01-04,8,3
E043,2025-01-05,8,4
E043,2025-01-06,8,0
E043,2025-01-07,8,8
E043,2025-01-08,8,0
E043,2025-01-09,8,5
E043,2025-01-10,8,3
E043,2025-01-11,8,5
E043,2025-01-12,8,0
E043,2025-01-13,8,5
E043,2025-01-14,8,4
E043,2025-01-15,8,4
E043,2025-01-16,8,0
E043,2025-01-17,8,0
E043,2025-01-18,8,0
E043,2025-01-19,8,3
E043,2025-01-20,8,5
E043,2025-01-21,8,7
E043,2025-01-22,8,6
E043,2025-01-23,8,5
E043,2025-01-24,8,0
E043,2025-01-25,8,0
E043,2025-01-26,8,8
E043,2025-01-27,8,7
E043,2025-01-28,8,8
E043,2025-01-29,8,0
E043,2025-01-30,8,4
E044,2025-01-01,8,5
E044,2025-01-02,8,6
E044,2025-01-03,8,3
E044,2025-01-04,8,6
E044,2025-01-05,8,6
E044,2025-01-06,8,6
E044,2025-01-07,8,5
E044,2025-01-08,8,4
E044,2025-01-09,8,0
E044,2025-01-10,8,6
E044,2025-01-11,8,4
E044,2025-01-12,8,3
E044,2025-01-13,8,0
E044,2025-01-14,8,7
E044,2025-01-15,8,0
E044,2025-01-16,8,6
E044,2025-01-17,8,6
E044,2025-01-18,8,5
E044,2025-01-19,8,7
E044,2025-01-20,8,6
E044,2025-01-21,8,4
E044,2025-01-22,8,0
E044,2025-01-23,8,5
E044,2025-01-24,8,0
E044,2025-01-25,8,5
E044,2025-01-26,8,0
E044,2025-01-27,8,6
E044,2025-01-28,8,3
E044,2025-01-29,8,7
E044,2025-01-30,8,8
E045,2025-01-01,8,8
E045,2025-01-02,8,0
E045,2025-01-03,8,6
E045,2025-01-04,8,8
E045,2025-01-05,8,6
E045,2025-01-06,8,0
E045,2025-01-07,8,8
E045,2025-01-08,8,4
E045,2025-01-09,8,8
E045,2025-01-10,8,8
E045,2025-01-11,8,0
E045,2025-01-12,8,0
E045,2025-01-13,8,6
E045,2025-01-14,8,0
E045,2025-01-15,8,0
E045,2025-01-16,8,0
E045,2025-01-17,8,5
E045,2025-01-18,8,3
E045,2025-01-19,8,8
E045,2025-01-20,8,4
E045,2025-01-21,8,7
E045,2025-01-22,8,0
E045,2025-01-23,8,6
E045,2025-01-24,8,3
E045,2025-01-25,8,5
E045,2025-01-26,8,7
E045,2025-01-27,8,6
E045,2025-01-28,8,6
E045,2025-01-29,8,0
E045,2025-01-30,8,5
E046,2025-01-01,8,6
E046,2025-01-02,8,5
E046,2025-01-03,8,0
E046,2025-01-04,8,3
E046,2025-01-05,8,5
E046,2025-01-06,8,5
E046,2025-01-07,8,0
E046,2025-01-08,8,7
E046,2025-01-09,8,0
E046,2025-01-10,8,6
E046,2025-01-11,8,6
E046,2025-01-12,8,0
E046,2025-01-13,8,3
E046,2025-01-14,8,3
E046,2025-01-15,8,3
E046,2025-01-16,8,8
E046,2025-01-17,8,8
E046,2025-01-18,8,8
E046,2025-01-19,8,7
E046,2025-01-20,8,7
E046,2025-01-21,8,5
E046,2025-01-22,8,0
E046,2025-01-23,8,0
E046,2025-01-24,8,6
E046,2025-01-25,8,4
E046,2025-01-26,8,0
E046,2025-01-27,8,0
E046,2025-01-28,8,8
E046,2025-01-29,8,6
E046,2025-01-30,8,0
E047,2025-01-01,8,0
E047,2025-01-02,8,8
E047,2025-01-03,8,4
E047,2025-01-04,8,8
E047,2025-01-05,8,7
E047,2025-01-06,8,7
E047,2025-01-07,8,5
E047,2025-01-08,8,4
E047,2025-01-09,8,0
E047,2025-01-10,8,5
E047,2025-01-11,8,0
E047,2025-01-12,8,7
E047,2025-01-13,8,0
E047,2025-01-14,8,0
E047,2025-01-15,8,5
E047,2025-01-16,8,6
E047,2025-01-17,8,8
E047,2025-01-18,8,7
E047,2025-01-19,8,8
E047,2025-01-20,8,5
E047,2025-01-21,8,4
E047,2025-01-22,8,3
E047,2025-01-23,8,5
E047,2025-01-24,8,7
E047,2025-01-25,8,0
E047,2025-01-26,8,0
E047,2025-01-27,8,7
E047,2025-01-28,8,0
E047,2025-01-29,8,0
E047,2025-01-30,8,6
E048,2025-01-01,8,7
E048,2025-01-02,8,6
E048,2025-01-03,8,4
E048,2025-01-04,8,5
E048,2025-01-05,8,0
E048,2025-01-06,8,5
E048,2025-01-07,8,6
E048,2025-01-08,8,4
E048,2025-01-09,8,0
E048,2025-01-10,8,0
E048,2025-01-11,8,0
E048,2025-01-12,8,0
E048,2025-01-13,8,0
E048,2025-01-14,8,0
E048,2025-01-15,8,0
E048,2025-01-16,8,3
E048,2025-01-17,8,4
E048,2025-01-18,8,3
E048,2025-01-19,8,4
E048,2025-01-20,8,4
E048,2025-01-21,8,0
E048,2025-01-22,8,0
E048,2025-01-23,8,7
E048,2025-01-24,8,5
E048,2025-01-25,8,7
E048,2025-01-26,8,8
E048,2025-01-27,8,0
E048,2025-01-28,8,6
E048,2025-01-29,8,8
E048,2025-01-30,8,5
E049,2025-01-01,8,6
E049,2025-01-02,8,5
E049,2025-01-03,8,6
E049,2025-01-04,8,4
E049,2025-01-05,8,8
E049,2025-01-06,8,8
E049,2025-01-07,8,0
E049,2025-01-08,8,7
E049,2025-01-09,8,4
E049,2025-01-10,8,3
E049,2025-01-11,8,7
E049,2025-01-12,8,7
E049,2025-01-13,8,5
E049,2025-01-14,8,5
E049,2025-01-15,8,7
E049,2025-01-16,8,4
E049,2025-01-17,8,0
E049,2025-01-18,8,5
E049,2025-01-19,8,8
E049,2025-01-20,8,4
E049,2025-01-21,8,8
E049,2025-01-22,8,4
E049,2025-01-23,8,0
E049,2025-01-24,8,0
E049,2025-01-25,8,7
E049,2025-01-26,8,8
E049,2025-01-27,8,0
E049,2025-01-28,8,0
E049,2025-01-29,8,0
E049,2025-01-30,8,8
E050,2025-01-01,8,6
E050,2025-01-02,8,8
E050,2025-01-03,8,6
E050,2025-01-04,8,0
E050,2025-01-05,8,7
E050,2025-01-06,8,8
E050,2025-01-07,8,8
E050,2025-01-08,8,0
E050,2025-01-09,8,3
E050,2025-01-10,8,0
E050,2025-01-11,8,6
E050,2025-01-12,8,6
E050,2025-01-13,8,5
E050,2025-01-14,8,5
E050,2025-01-15,8,7
E050,2025-01-16,8,0
E050,2025-01-17,8,8
E050,2025-01-18,8,3
E050,2025-01-19,8,8
E050,2025-01-20,8,0
E050,2025-01-21,8,3
E050,2025-01-22,8,6
E050,2025-01-23,8,0
E050,2025-01-24,8,6
E050,2025-01-25,8,8
E050,2025-01-26,8,8
E050,2025-01-27,8,4
E050,2025-01-28,8,3
E050,2025-01-29,8,5
E050,2025-01-30,8,5
E051,2025-01-01,8,3
E051,2025-01-02,8,0
E051,2025-01-03,8,8
E051,2025-01-04,8,6
E051,2025-01-05,8,8
E051,2025-01-06,8,3
E051,2025-01-07,8,6
E051,2025-01-08,8,4
E051,2025-01-09,8,7
E051,2025-01-10,8,0
E051,2025-01-11,8,3
E051,2025-01-12,8,3
E051,2025-01-13,8,0
E051,2025-01-14,8,6
E051,2025-01-15,8,4
E051,2025-01-16,8,0
E051,2025-01-17,8,8
E051,2025-01-18,8,3
E051,2025-01-19,8,5
E051,2025-01-20,8,4
E051,2025-01-21,8,0
E051,2025-01-22,8,8
E051,2025-01-23,8,3
E051,2025-01-24,8,7
E051,2025-01-25,8,6
E051,2025-01-26,8,8
E051,2025-01-27,8,8
E051,2025-01-28,8,6
E051,2025-01-29,8,0
E051,2025-01-30,8,3
E052,2025-01-01,8,4
E052,2025-01-02,8,7
E052,2025-01-03,8,0
E052,2025-01-04,8,6
E052,2025-01-05,8,4
E052,2025-01-06,8,5
E052,2025-01-07,8,4
E052,2025-01-08,8,8
E052,2025-01-09,8,8
E052,2025-01-10,8,4
E052,2025-01-11,8,8
E052,2025-01-12,8,0
E052,2025-01-13,8,8
E052,2025-01-14,8,4
E052,2025-01-15,8,0
E052,2025-01-16,8,0
E052,2025-01-17,8,4
E052,2025-01-18,8,0
E052,2025-01-19,8,7
E052,2025-01-20,8,5
E052,2025-01-21,8,4
E052,2025-01-22,8,0
E052,2025-01-23,8,0
E052,2025-01-24,8,7
E052,2025-01-25,8,6
E052,2025-01-26,8,3
E052,2025-01-27,8,3
E052,2025-01-28,8,4
E052,2025-01-29,8,3
E052,2025-01-30,8,0
E053,2025-01-01,8,8
E053,2025-01-02,8,0
E053,2025-01-03,8,0
E053,2025-01-04,8,0
E053,2025-01-05,8,8
E053,2025-01-06,8,5
E053,2025-01-07,8,5
E053,2025-01-08,8,7
E053,2025-01-09,8,4
E053,2025-01-10,8,6
E053,2025-01-11,8,5
E053,2025-01-12,8,0
E053,2025-01-13,8,3
E053,2025-01-14,8,3
E053,2025-01-15,8,0
E053,2025-01-16,8,6
E053,2025-01-17,8,5
E053,2025-01-18,8,3
E053,2025-01-19,8,8
E053,2025-01-20,8,8
E053,2025-01-21,8,4
E053,2025-01-22,8,0
E053,2025-01-23,8,7
E053,2025-01-24,8,4
E053,2025-01-25,8,4
E053,2025-01-26,8,8
E053,2025-01-27,8,3
E053,2025-01-28,8,6
E053,2025-01-29,8,7
E053,2025-01-30,8,5
E054,2025-01-01,8,6
E054,2025-01-02,8,0
E054,2025-01-03,8,3
E054,2025-01-04,8,0
E054,2025-01-05,8,5
E054,2025-01-06,8,5
E054,2025-01-07,8,7
E054,2025-01-08,8,4
E054,2025-01-09,8,3
E054,2025-01-10,8,4
E054,2025-01-11,8,6
E054,2025-01-12,8,6
E054,2025-01-13,8,4
E054,2025-01-14,8,7
E054,2025-01-15,8,0
E054,2025-01-16,8,5
E054,2025-01-17,8,6
E054,2025-01-18,8,5
E054,2025-01-19,8,7
E054,2025-01-20,8,3
E054,2025-01-21,8,4
E054,2025-01-22,8,7
E054,2025-01-23,8,6
E054,2025-01-24,8,6
E054,2025-01-25,8,5
E054,2025-01-26,8,3
E054,2025-01-27,8,0
E054,2025-01-28,8,5
E054,2025-01-29,8,5
E054,2025-01-30,8,8
E055,2025-01-01,8,6
E055,2025-01-02,8,7
E055,2025-01-03,8,0
E055,2025-01-04,8,8
E055,2025-01-05,8,4
E055,2025-01-06,8,6
E055,2025-01-07,8,4
E055,2025-01-08,8,8
E055,2025-01-09,8,5
E055,2025-01-10,8,8
E055,2025-01-11,8,0
E055,2025-01-12,8,3
E055,2025-01-13,8,7
E055,2025-01-14,8,6
E055,2025-01-15,8,0
E055,2025-01-16,8,4
E055,2025-01-17,8,3
E055,2025-01-18,8,4
E055,2025-01-19,8,0
E055,2025-01-20,8,6
E055,2025-01-21,8,7
E055,2025-01-22,8,7
E055,2025-01-23,8,8
E055,2025-01-24,8,0
E055,2025-01-25,8,7
E055,2025-01-26,8,6
E055,2025-01-27,8,4
E055,2025-01-28,8,5
E055,2025-01-29,8,6
E055,2025-01-30,8,5
E056,2025-01-01,8,0
E056,2025-01-02,8,4
E056,2025-01-03,8,4
E056,2025-01-04,8,7
E056,2025-01-05,8,4
E056,2025-01-06,8,4
E056,2025-01-07,8,0
E056,2025-01-08,8,0
E056,2025-01-09,8,6
E056,2025-01-10,8,7
E056,2025-01-11,8,4
E056,2025-01-12,8,0
E056,2025-01-13,8,6
E056,2025-01-14,8,3
E056,2025-01-15,8,4
E056,2025-01-16,8,8
E056,2025-01-17,8,4
E056,2025-01-18,8,4
E056,2025-01-19,8,8
E056,2025-01-20,8,5
E056,2025-01-21,8,0
E056,2025-01-22,8,8
E056,2025-01-23,8,5
E056,2025-01-24,8,3
E056,2025-01-25,8,0
E056,2025-01-26,8,0
E056,2025-01-27,8,3
E056,2025-01-28,8,0
E056,2025-01-29,8,4
E056,2025-01-30,8,3
E057,2025-01-01,8,4
E057,2025-01-02,8,4
E057,2025-01-03,8,0
E057,2025-01-04,8,8
E057,2025-01-05,8,7
E057,2025-01-06,8,3
E057,2025-01-07,8,3
E057,2025-01-08,8,8
E057,2025-01-09,8,0
E057,2025-01-10,8,3
E057,2025-01-11,8,3
E057,2025-01-12,8,6
E057,2025-01-13,8,4
E057,2025-01-14,8,0
E057,2025-01-15,8,0
E057,2025-01-16,8,0
E057,2025-01-17,8,6
E057,2025-01-18,8,0
E057,2025-01-19,8,5
E057,2025-01-20,8,4
E057,2025-01-21,8,5
E057,2025-01-22,8,0
E057,2025-01-23,8,3
E057,2025-01-24,8,8
E057,2025-01-25,8,6
E057,2025-01-26,8,0
E057,2025-01-27,8,0
E057,2025-01-28,8,3
E057,2025-01-29,8,6
E057,2025-01-30,8,6
E058,2025-01-01,8,8
E058,2025-01-02,8,8
E058,2025-01-03,8,6
E058,2025-01-04,8,6
E058,2025-01-05,8,0
E058,2025-01-06,8,7
E058,2025-01-07,8,6
E058,2025-01-08,8,4
E058,2025-01-09,8,5
E058,2025-01-10,8,3
E058,2025-01-11,8,3
E058,2025-01-12,8,0
E058,2025-01-13,8,7
E058,2025-01-14,8,4
E058,2025-01-15,8,4
E058,2025-01-16,8,5
E058,2025-01-17,8,4
E058,2025-01-18,8,0
E058,2025-01-19,8,4
E058,2025-01-20,8,4
E058,2025-01-21,8,8
E058,2025-01-22,8,7
E058,2025-01-23,8,8
E058,2025-01-24,8,7
E058,2025-01-25,8,7
E058,2025-01-26,8,6
E058,2025-01-27,8,4
E058,2025-01-28,8,0
E058,2025-01-29,8,3
E058,2025-01-30,8,4
E059,2025-01-01,8,3
E059,2025-01-02,8,0
E059,2025-01-03,8,5
E059,2025-01-04,8,4
E059,2025-01-05,8,8
E059,2025-01-06,8,5
E059,2025-01-07,8,3
E059,2025-01-08,8,7
E059,2025-01-09,8,3
E059,2025-01-10,8,3
E059,2025-01-11,8,8
E059,2025-01-12,8,0
E059,2025-01-13,8,5
E059,2025-01-14,8,5
E059,2025-01-15,8,4
E059,2025-01-16,8,0
E059,2025-01-17,8,0
E059,2025-01-18,8,4
E059,2025-01-19,8,4
E059,2025-01-20,8,6
E059,2025-01-21,8,8
E059,2025-01-22,8,4
E059,2025-01-23,8,8
E059,2025-01-24,8,8
E059,2025-01-25,8,0
E059,2025-01-26,8,4
E059,2025-01-27,8,7
E059,2025-01-28,8,8
E059,2025-01-29,8,6
E059,2025-01-30,8,5
E060,2025-01-01,8,4
E060,2025-01-02,8,5
E060,2025-01-03,8,8
E060,2025-01-04,8,8
E060,2025-01-05,8,6
E060,2025-01-06,8,5
E060,2025-01-07,8,4
E060,2025-01-08,8,5
E060,2025-01-09,8,3
E060,2025-01-10,8,3
E060,2025-01-11,8,0
E060,2025-01-12,8,0
E060,2025-01-13,8,0
E060,2025-01-14,8,6
E060,2025-01-15,8,0
E060,2025-01-16,8,0
E060,2025-01-17,8,7
E060,2025-01-18,8,0
E060,2025-01-19,8,6
E060,2025-01-20,8,4
E060,2025-01-21,8,0
E060,2025-01-22,8,3
E060,2025-01-23,8,3
E060,2025-01-24,8,5
E060,2025-01-25,8,3
E060,2025-01-26,8,4
E060,2025-01-27,8,0
E060,2025-01-28,8,8
E060,2025-01-29,8,7
E060,2025-01-30,8,5
E061,2025-01-01,8,0
E061,2025-01-02,8,6
E061,2025-01-03,8,7
E061,2025-01-04,8,0
E061,2025-01-05,8,3
E061,2025-01-06,8,5
E061,2025-01-07,8,4
E061,2025-01-08,8,0
E061,2025-01-09,8,8
E061,2025-01-10,8,5
E061,2025-01-11,8,3
E061,2025-01-12,8,6
E061,2025-01-13,8,0
E061,2025-01-14,8,3
E061,2025-01-15,8,3
E061,2025-01-16,8,0
E061,2025-01-17,8,5
E061,2025-01-18,8,0
E061,2025-01-19,8,3
E061,2025-01-20,8,4
E061,2025-01-21,8,8
E061,2025-01-22,8,3
E061,2025-01-23,8,0
E061,2025-01-24,8,5
E061,2025-01-25,8,0
E061,2025-01-26,8,0
E061,2025-01-27,8,0
E061,2025-01-28,8,3
E061,2025-01-29,8,0
E061,2025-01-30,8,5
E062,2025-01-01,8,0
E062,2025-01-02,8,4
E062,2025-01-03,8,0
E062,2025-01-04,8,5
E062,2025-01-05,8,0
E062,2025-01-06,8,0
E062,2025-01-07,8,4
E062,2025-01-08,8,7
E062,2025-01-09,8,4
E062,2025-01-10,8,3
E062,2025-01-11,8,7
E062,2025-01-12,8,0
E062,2025-01-13,8,7
E062,2025-01-14,8,6
E062,2025-01-15,8,0
E062,2025-01-16,8,0
E062,2025-01-17,8,6
E062,2025-01-18,8,3
E062,2025-01-19,8,0
E062,2025-01-20,8,7
E062,2025-01-21,8,3
E062,2025-01-22,8,0
E062,2025-01-23,8,4
E062,2025-01-24,8,4
E062,2025-01-25,8,3
E062,2025-01-26,8,0
E062,2025-01-27,8,8
E062,2025-01-28,8,0
E062,2025-01-29,8,8
E062,2025-01-30,8,7
E063,2025-01-01,8,5
E063,2025-01-02,8,3
E063,2025-01-03,8,0
E063,2025-01-04,8,0
E063,2025-01-05,8,5
E063,2025-01-06,8,0
E063,2025-01-07,8,8
E063,2025-01-08,8,0
E063,2025-01-09,8,6
E063,2025-01-10,8,4
E063,2025-01-11,8,3
E063,2025-01-12,8,5
E063,2025-01-13,8,6
E063,2025-01-14,8,6
E063,2025-01-15,8,0
E063,2025-01-16,8,0
E063,2025-01-17,8,4
E063,2025-01-18,8,6
E063,2025-01-19,8,7
E063,2025-01-20,8,0
E063,2025-01-21,8,6
E063,2025-01-22,8,8
E063,2025-01-23,8,3
E063,2025-01-24,8,0
E063,2025-01-25,8,5
E063,2025-01-26,8,5
E063,2025-01-27,8,5
E063,2025-01-28,8,6
E063,2025-01-29,8,4
E063,2025-01-30,8,5
E064,2025-01-01,8,0
E064,2025-01-02,8,5
E064,2025-01-03,8,0
E064,2025-01-04,8,4
E064,2025-01-05,8,0
E064,2025-01-06,8,6
E064,2025-01-07,8,0
E064,2025-01-08,8,3
E064,2025-01-09,8,3
E064,2025-01-10,8,8
E064,2025-01-11,8,0
E064,2025-01-12,8,7
E064,2025-01-13,8,4
E064,2025-01-14,8,4
E064,2025-01-15,8,4
E064,2025-01-16,8,6
E064,2025-01-17,8,5
E064,2025-01-18,8,5
E064,2025-01-19,8,6
E064,2025-01-20,8,0
E064,2025-01-21,8,8
E064,2025-01-22,8,4
E064,2025-01-23,8,6
E064,2025-01-24,8,0
E064,2025-01-25,8,6
E064,2025-01-26,8,5
E064,2025-01-27,8,5
E064,2025-01-28,8,5
E064,2025-01-29,8,6
E064,2025-01-30,8,4
E065,2025-01-01,8,4
E065,2025-01-02,8,8
E065,2025-01-03,8,5
E065,2025-01-04,8,0
E065,2025-01-05,8,8
E065,2025-01-06,8,6
E065,2025-01-07,8,8
E065,2025-01-08,8,7
E065,2025-01-09,8,4
E065,2025-01-10,8,7
E065,2025-01-11,8,8
E065,2025-01-12,8,6
E065,2025-01-13,8,0
E065,2025-01-14,8,6
E065,2025-01-15,8,4
E065,2025-01-16,8,0
E065,2025-01-17,8,8
E065,2025-01-18,8,0
E065,2025-01-19,8,3
E065,2025-01-20,8,7
E065,2025-01-21,8,5
E065,2025-01-22,8,6
E065,2025-01-23,8,5
E065,2025-01-24,8,8
E065,2025-01-25,8,5
E065,2025-01-26,8,8
E065,2025-01-27,8,4
E065,2025-01-28,8,7
E065,2025-01-29,8,3
E065,2025-01-30,8,0
E066,2025-01-01,8,8
E066,2025-01-02,8,8
E066,2025-01-03,8,8
E066,2025-01-04,8,0
E066,2025-01-05,8,5
E066,2025-01-06,8,0
E066,2025-01-07,8,0
E066,2025-01-08,8,0
E066,2025-01-09,8,7
E066,2025-01-10,8,5
E066,2025-01-11,8,8
E066,2025-01-12,8,0
E066,2025-01-13,8,7
E066,2025-01-14,8,4
E066,2025-01-15,8,5
E066,2025-01-16,8,6
E066,2025-01-17,8,8
E066,2025-01-18,8,8
E066,2025-01-19,8,8
E066,2025-01-20,8,8
E066,2025-01-21,8,4
E066,2025-01-22,8,4
E066,2025-01-23,8,6
E066,2025-01-24,8,5
E066,2025-01-25,8,7
E066,2025-01-26,8,6
E066,2025-01-27,8,6
E066,2025-01-28,8,8
E066,2025-01-29,8,6
E066,2025-01-30,8,7
E067,2025-01-01,8,8
E067,2025-01-02,8,0
E067,2025-01-03,8,6
E067,2025-01-04,8,4
E067,2025-01-05,8,4
E067,2025-01-06,8,6
E067,2025-01-07,8,0
E067,2025-01-08,8,5
E067,2025-01-09,8,3
E067,2025-01-10,8,0
E067,2025-01-11,8,8
E067,2025-01-12,8,5
E067,2025-01-13,8,3
E067,2025-01-14,8,0
